comments,likes
Not having a degree sounds great till your company has to downsize and gets rid of everyone without a formal degree. Stop suggesting this path to people. They get in to the industry quicker and leave it quicker too.,0
They can do away with colleges by teaching college meant courses earlier,0
Is it a good idea to buy the Coursera Plus for a year?,0
Yandex did it first.,0
Oiii Lazlow Jones just returned straight outta GTA 5,0
"geniune question: do data analysts code a lot? or is more of their work inside softwares like excel / visualization tools / etc? 
also, is there a codebase for data analyst work like there is in software development? or is it more like singly used reports w/visualizations in something like jupyter notebooks?",0
What about a mid-life career change? I'm a former Fortune 500 Ops Exec. with roots in Electrical Engineering. Do I look at the Google Data Analytics or something like GA's cert for Data Scientist? Thoughts?,0
How much advanced math is required of an entry level data analyst?,0
Can i watch the videos it at my own pace ? Like is it that I can only watch 10 hrs/week ? Someone please reply if you have already taken this course.,0
"serious, whole industry trying to get people to pay for bad schooling and public school doesn't do any job training.",0
"""extra-cu-lick-you-lear""  What?  LOL",0
10 hours per day + 9 hours of day job. Cocaïne maybe?,1
Real dumb question: Can i do this using a chromebook? I don't have computer at the moment. hehe,0
Thank you for this video,0
are the job offers for remote work?,0
Degree = Certificate what's the difference?,0
10 hours a day!?,0
"So I graduated from the school of 42, took 2 years got paid to study for the full duration, got a diploma and not a degree, doesn’t matter though because I can (and have) work/worked as a full time programmer at almost any company for most developer cases. I still learn new programming every day because Js devs won’t stop writing frameworks xD",0
"10 hours per WEEK, not day. 1:54",0
Thank you for this... I have been looking for similar course in which I can pursue my next job. And guess what... Your video help me go through this course as I already started first week of learning so thank you and lots of love from Nepal.... Keep up the good work!!!,1
Do we need to understand programming first?,0
How much?,0
Hey! Do you need to know how to code before starting this course?,0
